;pais;anos;quantidade;valor;origem;tipo
493;Não declarados;2019;0;0;Brasil;Espumantes
494;Outros;2019;0;0;Brasil;Espumantes
495;Africa do Sul;2020;3574;14542;Brasil;Espumantes
496;Alemanha;2020;21174;65359;Brasil;Espumantes
497;Argentina;2020;469547;1304986;Brasil;Espumantes
498;Austrália;2020;7426;15190;Brasil;Espumantes
499;Áustria;2020;909;9399;Brasil;Espumantes
500;Bermudas;2020;0;0;Brasil;Espumantes
501;Bahamas;2020;0;0;Brasil;Espumantes
502;Bélgica;2020;0;0;Brasil;Espumantes
503;Brasil;2020;3491;106310;Brasil;Espumantes
504;Bulgária;2020;0;0;Brasil;Espumantes
505;Canada;2020;0;0;Brasil;Espumantes
506;Chile;2020;253225;775535;Brasil;Espumantes
507;Croácia;2020;0;0;Brasil;Espumantes
508;Cuba;2020;0;0;Brasil;Espumantes
509;Emirados Árabes Unidos;2020;0;0;Brasil;Espumantes
510;Eslovênia;2020;68;327;Brasil;Espumantes
511;Espanha;2020;1421655;3871128;Brasil;Espumantes
512;Estados Unidos;2020;13255;31083;Brasil;Espumantes
513;França;2020;1116188;8814571;Brasil;Espumantes
514;Geórgia;2020;0;0;Brasil;Espumantes
515;Granada;2020;0;0;Brasil;Espumantes
516;Grécia;2020;0;0;Brasil;Espumantes
517;Hong Kong;2020;72;5061;Brasil;Espumantes
518;Hungria;2020;765;2061;Brasil;Espumantes
519;Indonésia;2020;0;0;Brasil;Espumantes
520;Irlanda;2020;0;0;Brasil;Espumantes
521;Israel;2020;296;9540;Brasil;Espumantes
522;Itália;2020;1524542;3544718;Brasil;Espumantes
