     ;pais                            ;anos ;quantidade ;valor    ;origem ;tipo
1765 ;Suíça                           ;2021 ;       627 ;    6999 ;Brasil ;Vinhos de Mesa
1766 ;Suriname                        ;2021 ;       900 ;    1472 ;Brasil ;Vinhos de Mesa
1767 ;Tailândia                       ;2021 ;      1334 ;    2529 ;Brasil ;Vinhos de Mesa
1768 ;Taiwan (Formosa)                ;2021 ;      1313 ;    8153 ;Brasil ;Vinhos de Mesa
1769 ;Tanzânia                        ;2021 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1770 ;Tcheca, República               ;2021 ;       456 ;    5988 ;Brasil ;Vinhos de Mesa
1771 ;Togo                            ;2021 ;      1890 ;    2012 ;Brasil ;Vinhos de Mesa
1772 ;Toquelau                        ;2021 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1773 ;Trinidade Tobago                ;2021 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1774 ;Tunísia                         ;2021 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1775 ;Turquia                         ;2021 ;       343 ;     878 ;Brasil ;Vinhos de Mesa
1776 ;Tuvalu                          ;2021 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1777 ;Uruguai                         ;2021 ;    136774 ;  149842 ;Brasil ;Vinhos de Mesa
1778 ;Vanuatu                         ;2021 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1779 ;Venezuela                       ;2021 ;     26415 ;   35944 ;Brasil ;Vinhos de Mesa
1780 ;Vietnã                          ;2021 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1781 ;Afeganistão                     ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1782 ;África do Sul                   ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1783 ;Alemanha, República Democrática ;2022 ;      7630 ;   45367 ;Brasil ;Vinhos de Mesa
1784 ;Angola                          ;2022 ;      4068 ;    4761 ;Brasil ;Vinhos de Mesa
1785 ;Anguilla                        ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1786 ;Antígua e Barbuda               ;2022 ;       419 ;    1866 ;Brasil ;Vinhos de Mesa
1787 ;Antilhas Holandesas             ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1788 ;Arábia Saudita                  ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
1789 ;Argentina                       ;2022 ;       480 ;    3232 ;Brasil ;Vinhos de Mesa
1790 ;Aruba                           ;2022 ;         0 ;       0 ;Brasil ;Vinhos de Mesa
