;pais;anos;quantidade;valor;origem;tipo
142;Antigua e Barbuda;2010;0;0;Brasil;Vinhos de Mesa
143;Antilhas Holandesas;2010;9810;12808;Brasil;Vinhos de Mesa
144;Arabia Saudita;2010;0;0;Brasil;Vinhos de Mesa
145;Argentina;2010;0;0;Brasil;Vinhos de Mesa
146;Aruba;2010;0;0;Brasil;Vinhos de Mesa
147;Australia;2010;1823;17960;Brasil;Vinhos de Mesa
148;Austria;2010;0;0;Brasil;Vinhos de Mesa
149;Bahamas;2010;3175;12759;Brasil;Vinhos de Mesa
150;Bangladesh;2010;0;0;Brasil;Vinhos de Mesa
151;Barbados;2010;0;0;Brasil;Vinhos de Mesa
152;Barein;2010;0;0;Brasil;Vinhos de Mesa
153;Belgica;2010;42532;185411;Brasil;Vinhos de Mesa
154;Belice;2010;0;0;Brasil;Vinhos de Mesa
155;Benin;2010;0;0;Brasil;Vinhos de Mesa
156;Bermudas;2010;0;0;Brasil;Vinhos de Mesa
157;Bolivia;2010;54;282;Brasil;Vinhos de Mesa
158;Bosnia-Herzegovina;2010;0;0;Brasil;Vinhos de Mesa
159;Brasil;2010;0;0;Brasil;Vinhos de Mesa
160;Bulgaria;2010;0;0;Brasil;Vinhos de Mesa
161;Cabo Verde;2010;11991;49366;Brasil;Vinhos de Mesa
162;Camaroes;2010;0;0;Brasil;Vinhos de Mesa
163;Canada;2010;0;0;Brasil;Vinhos de Mesa
164;Catar;2010;0;0;Brasil;Vinhos de Mesa
165;Ilhas Cayman;2010;0;0;Brasil;Vinhos de Mesa
166;Chile;2010;0;0;Brasil;Vinhos de Mesa
167;China;2010;795;2358;Brasil;Vinhos de Mesa
168;Chipre;2010;0;0;Brasil;Vinhos de Mesa
169;Cingapura;2010;1533;5504;Brasil;Vinhos de Mesa
170;Ilhas Cocos (Keeling);2010;0;0;Brasil;Vinhos de Mesa
171;Colombia;2010;0;0;Brasil;Vinhos de Mesa
172;Comores;2010;0;0;Brasil;Vinhos de Mesa
173;Congo;2010;0;0;Brasil;Vinhos de Mesa
174;Coreia do Sul;2010;0;0;Brasil;Vinhos de Mesa
175;Costa do Marfim;2010;0;0;Brasil;Vinhos de Mesa
176;Costa Rica;2010;0;0;Brasil;Vinhos de Mesa
177;Croacia;2010;0;0;Brasil;Vinhos de Mesa
178;Cuba;2010;0;0;Brasil;Vinhos de Mesa
179;Curacao;2010;0;0;Brasil;Vinhos de Mesa
180;Dinamarca;2010;7034;69161;Brasil;Vinhos de Mesa
181;Dominica;2010;0;0;Brasil;Vinhos de Mesa
182;El Salvador;2010;0;0;Brasil;Vinhos de Mesa
183;Emirados Arabes Unidos;2010;1035;3206;Brasil;Vinhos de Mesa
184;Equador;2010;0;0;Brasil;Vinhos de Mesa
185;Eslovaquia;2010;0;0;Brasil;Vinhos de Mesa
186;Espanha;2010;0;0;Brasil;Vinhos de Mesa
187;Estados Unidos;2010;228968;478630;Brasil;Vinhos de Mesa
188;Estonia;2010;15848;40778;Brasil;Vinhos de Mesa
189;Filipinas;2010;0;0;Brasil;Vinhos de Mesa
190;Finlandia;2010;0;0;Brasil;Vinhos de Mesa
191;Franca;2010;3614;18904;Brasil;Vinhos de Mesa
192;Gana;2010;0;0;Brasil;Vinhos de Mesa
193;Gibraltar;2010;0;0;Brasil;Vinhos de Mesa
194;Granada;2010;0;0;Brasil;Vinhos de Mesa
195;Grecia;2010;0;0;Brasil;Vinhos de Mesa
196;Guatemala;2010;0;0;Brasil;Vinhos de Mesa
197;Guiana;2010;783;3654;Brasil;Vinhos de Mesa
198;Guiana Francesa;2010;0;0;Brasil;Vinhos de Mesa
199;Guine Bissau;2010;0;0;Brasil;Vinhos de Mesa
200;Guine Equatorial;2010;410;1015;Brasil;Vinhos de Mesa
201;Haiti;2010;2700;3750;Brasil;Vinhos de Mesa
202;Honduras;2010;0;0;Brasil;Vinhos de Mesa
203;Hong Kong;2010;0;0;Brasil;Vinhos de Mesa
204;Hungria;2010;540;4103;Brasil;Vinhos de Mesa
205;Ilha de Man;2010;0;0;Brasil;Vinhos de Mesa
206;Ilhas Virgens;2010;0;0;Brasil;Vinhos de Mesa
207;India;2010;0;0;Brasil;Vinhos de Mesa
208;Indonesia;2010;0;0;Brasil;Vinhos de Mesa
209;Ira;2010;0;0;Brasil;Vinhos de Mesa
210;Iraque;2010;0;0;Brasil;Vinhos de Mesa
211;Irlanda;2010;3969;42795;Brasil;Vinhos de Mesa
212;Italia;2010;1458;4828;Brasil;Vinhos de Mesa
213;Jamaica;2010;0;0;Brasil;Vinhos de Mesa
214;Japao;2010;112178;74628;Brasil;Vinhos de Mesa
215;Jordania;2010;0;0;Brasil;Vinhos de Mesa
216;Letonia;2010;0;0;Brasil;Vinhos de Mesa
217;Libano;2010;0;0;Brasil;Vinhos de Mesa
218;Liberia;2010;0;0;Brasil;Vinhos de Mesa
219;Luxemburgo;2010;7344;32549;Brasil;Vinhos de Mesa
220;Macau;2010;0;0;Brasil;Vinhos de Mesa
221;Malasia;2010;0;0;Brasil;Vinhos de Mesa
222;Malavi;2010;0;0;Brasil;Vinhos de Mesa
223;Malta;2010;0;0;Brasil;Vinhos de Mesa
224;Ilhas Marshall;2010;0;0;Brasil;Vinhos de Mesa
225;Martinica;2010;0;0;Brasil;Vinhos de Mesa
226;Mauritania;2010;0;0;Brasil;Vinhos de Mesa
227;Mexico;2010;0;0;Brasil;Vinhos de Mesa
228;Mocambique;2010;0;0;Brasil;Vinhos de Mesa
229;Montenegro;2010;0;0;Brasil;Vinhos de Mesa
230;Namibia;2010;0;0;Brasil;Vinhos de Mesa
231;Nicaragua;2010;0;0;Brasil;Vinhos de Mesa
232;Nigeria;2010;0;0;Brasil;Vinhos de Mesa
233;Noruega;2010;0;0;Brasil;Vinhos de Mesa
234;Nova Caledonia;2010;0;0;Brasil;Vinhos de Mesa
235;Nova Zelandia;2010;0;0;Brasil;Vinhos de Mesa
236;Oma;2010;0;0;Brasil;Vinhos de Mesa
237;Paises Baixos;2010;87368;302182;Brasil;Vinhos de Mesa
238;Palau;2010;0;0;Brasil;Vinhos de Mesa
239;Panama;2010;0;0;Brasil;Vinhos de Mesa
240;Paraguai;2010;510989;449197;Brasil;Vinhos de Mesa
241;Peru;2010;0;0;Brasil;Vinhos de Mesa
242;Pitcairn;2010;0;0;Brasil;Vinhos de Mesa
243;Polonia;2010;20464;95198;Brasil;Vinhos de Mesa
244;Porto Rico;2010;0;0;Brasil;Vinhos de Mesa
245;Portugal;2010;4577;18970;Brasil;Vinhos de Mesa
246;Quenia;2010;0;0;Brasil;Vinhos de Mesa
247;Reino Unido;2010;123624;295690;Brasil;Vinhos de Mesa
248;Republica Dominicana;2010;0;0;Brasil;Vinhos de Mesa
249;Russia;2010;0;0;Brasil;Vinhos de Mesa
250;Sao Cristovao e Nevis;2010;0;0;Brasil;Vinhos de Mesa
251;Sao Tome e Principe;2010;0;0;Brasil;Vinhos de Mesa
252;Sao Vicente e Granadinas;2010;0;0;Brasil;Vinhos de Mesa
253;Senegal;2010;0;0;Brasil;Vinhos de Mesa
254;Serra Leoa;2010;0;0;Brasil;Vinhos de Mesa
255;Singapura;2010;0;0;Brasil;Vinhos de Mesa
256;Suazilandia;2010;0;0;Brasil;Vinhos de Mesa
257;Suecia;2010;0;0;Brasil;Vinhos de Mesa
258;Suica;2010;2025;21600;Brasil;Vinhos de Mesa
259;Suriname;2010;1836;1269;Brasil;Vinhos de Mesa
260;Tailandia;2010;0;0;Brasil;Vinhos de Mesa
261;Taiwan (Formosa);2010;0;0;Brasil;Vinhos de Mesa
262;Tanzania;2010;0;0;Brasil;Vinhos de Mesa
263;Republica Tcheca;2010;1091;5285;Brasil;Vinhos de Mesa
264;Togo;2010;0;0;Brasil;Vinhos de Mesa
265;Toquelau;2010;0;0;Brasil;Vinhos de Mesa
266;Trinidade Tobago;2010;0;0;Brasil;Vinhos de Mesa
267;Tunisia;2010;0;0;Brasil;Vinhos de Mesa
268;Turquia;2010;0;0;Brasil;Vinhos de Mesa
269;Tuvalu;2010;0;0;Brasil;Vinhos de Mesa
270;Uruguai;2010;914;2929;Brasil;Vinhos de Mesa
271;Vanuatu;2010;0;0;Brasil;Vinhos de Mesa
272;Venezuela;2010;0;0;Brasil;Vinhos de Mesa
273;Vietna;2010;8820;9977;Brasil;Vinhos de Mesa
274;Afeganistao;2011;0;0;Brasil;Vinhos de Mesa
275;Africa do Sul;2011;0;0;Brasil;Vinhos de Mesa
276;Alemanha;2011;36070;144150;Brasil;Vinhos de Mesa
277;Angola;2011;13889;69001;Brasil;Vinhos de Mesa
278;Anguilla;2011;0;0;Brasil;Vinhos de Mesa
